userName,content,score,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
hikmah fajar,Tidak terlalu membantu CS nya dan susah banget menjelaskan . Susah proses pembatalan dan refundnya. Yang pasti masih perlu banyak perbaikan buat pesawatnya. Kalau keretanya lumayan not bad.,1,,2023-06-19 00:34:43,Hi t-mates. Sorry for the inconvenience and thank you for taking the time to leave a review. Can you tell us the details of the problem via Email: cs@tiket.com with the subject: “App Review Confirmation”. We are waiting for confirmation and we will be happy to help you. Thank you 😊 by : RD,2023-06-19 02:57:58,
bang fisara,Tiket poin nya kok ga bisa dipake,1,,2023-06-18 14:45:38,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Untuk kendala penggunaan tiket point yang kamu alami akan kami bantu cek ya, kamu bisa hubungi kamu via email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya.Terima kasih 🙂 by : AG",2023-06-18 15:54:19,
Novi Anna,Pesan kamar hotel dr sini..pake debit.. Tiket gagal terbit..sudah di refund duit sy kagak balik....,1,4.60.0,2023-06-18 12:06:35,"Hai Novi, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh diceritakan detail untuk kendala yang kamu alami kepada kami dengan menghubungi via email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya.Terima kasih 🙂 by : AG",2023-06-18 15:53:35,4.60.0
Raden Hiramawan,Good,4,4.59.0,2023-06-18 03:03:55,,,4.59.0
Rio Daru,Menyebalkan,1,4.59.0,2023-06-17 16:47:42,"Hai Rio, Kami memahami kendala yang kamu alami. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : NH",2023-06-18 03:23:54,4.59.0
Andi Kristianto,Tanpa kendala mantappp 👍,5,4.60.0,2023-06-16 00:42:14,,,4.60.0
Ian Centauri,"Tidak bertanggung jawab, merugikan konsumen",1,,2023-06-15 20:29:07,"Hai Ian, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami akan membantu kamu. Terima kasih 😊 by : PY
",2023-06-16 02:30:34,
ahyan ridha,"masih sama seperti kemarin, pembayaran via transfer cuma bca dan mandiri, npa ngak di tambah lagi bri kek gtu.",3,4.60.0,2023-06-15 11:28:05,"Hai Ahyan, Kami memahami kendala kamu. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Jika kamu memiliki kritik dan saran, mohon ceritakan dengan mengisi tautan berikut: go.tiket.com/feedback. Kritik dan saran kamu sangat berguna untuk kami agar lebih baik lagi. Terima kasih 😊 by : NH",2023-06-17 02:36:49,4.60.0
bangun firdaus,"Harus saya ubah bintanya karena kesalnya, Hati hati beli tiket di aplikasi ini ada jebakan otomatis beli asuransi, seharusnya tidak otomatis, padahal tadi saya tidak ceklis.. ketika sudah di bayar baru nampak.. , komplain ke email, cs tidak mau bantu ....",1,4.59.0,2023-06-15 08:56:44,"Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Sebagai informasi untuk pembatalan asuransi pada pemesanan bisa dibatalkan sebelum kamu melakukan pembayaran ya, kamu bisa scroll kebawah pada detail pemesanan dan unceklis asuransinya jika ingin dibatalkan. Terima kasih 🙂 by : AG",2023-06-16 15:23:03,4.59.0
Munir SyamsulMa'arif,Good,5,4.56.0,2023-06-15 07:25:01,,,4.56.0
evan dermawan,Mau reschedule harus urus sendiri kelamaan,1,4.55.2,2023-06-14 23:35:47,"Hai Evan, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : AF",2023-06-15 00:04:24,4.55.2
Andi Supardi,👍,5,4.59.0,2023-06-14 22:38:59,,,4.59.0
Bayu Andika,Saat bayarnya aplikasinya error terus,1,4.59.0,2023-06-14 17:54:23,"Hai Bayu, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : AF",2023-06-14 23:57:51,4.59.0
Muhdar -,Mantep luar biasa,5,4.59.0,2023-06-14 13:51:29,,,4.59.0
Iman Xetiawan,Tray,4,,2023-06-14 11:09:53,,,
Dini Ulfa,"Menanggapi masalah dengan cepat, respond CS memuaskan",5,4.59.0,2023-06-14 07:11:36,"Hai Dini, kami mohon maaf sekali untuk pengalaman yang tidak menyenangkan. Terima kasih kamu sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan kendalamu dengan sebutkan order ID dan email pemesanan ke email cs@tiket.com dengan subject: “Konfirmasi Review App”.Kami tunggu konfirmasinya.Semoga kendala segera teratasi.Terima kasih😊by:FA",2023-06-05 00:23:44,4.59.0
maulana bahtiar,Aplikasi susah untuk Reschedule,1,4.59.0,2023-06-14 06:31:27,"Hai Maulana,
Maaf ya kamu alami kendala apps saat ingin reschedule. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan detail kendalamu bersama kami melalui email sobat ? Silakan kirim email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : FA",2023-06-14 11:03:23,4.59.0
fadli agus wibowo,"sangat d sayangkan sekali krn setelah melakukan update aplikasi, saya tidak bisa melakukan login ke akun saya , dimana muncul popup notifikasi ""Maaf Ya, sedang ada gangguan"" ..adapun sy tidak bisa login sejak 1 april 2023",1,4.59.0,2023-06-14 00:43:50,"Hai sobat tiket, Kami bisa mengerti dengan yang kamu kecewakan, maaf untuk pengalamannya yang tidak menyenangkan. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan detail kendalamu bersama kami sobat ? Silakan kirim melalui email cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : RD",2023-06-14 01:58:36,4.59.0
Abie Zar,👍👍👍😎,5,4.27.1,2023-06-13 18:19:37,,,4.27.1
evi abelia,Najis proses refund lama bgt,1,,2023-06-13 13:52:22,"Hai sobat tiket, Kami bisa mengerti dengan yang kamu kecewakan, maaf untuk pengalamannya yang tidak menyenangkan. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan detail kendalamu bersama kami sobat ? Silakan kirim melalui email cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : RD",2023-06-14 01:54:08,
Ahmad Romadhon,"Asuransi penerbangan jangan otomatis terpilih dong, kesel banget. Defaultnya itu harusnya tanpa asuransi, jangan defaultnya malah asuransi penuh",1,4.59.0,2023-06-13 10:05:44,"Hai sobat tiket, Kami bisa mengerti dengan yang kamu kecewakan, maaf untuk pengalamannya yang tidak menyenangkan. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan detail kendalamu bersama kami sobat ? Silakan kirim melalui email cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : RD",2023-06-14 01:47:59,4.59.0
Windi Diendie,Kecewa tdk bs direfund n reschedule...rugi byk,1,4.59.0,2023-06-13 06:56:36,"Hai sobat tiket, Kami bisa mengerti dengan yang kamu kecewakan, maaf untuk pengalamannya yang tidak menyenangkan. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan detail kendalamu bersama kami sobat ? Silakan kirim melalui email cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : RD",2023-06-14 01:43:36,4.59.0
may izza,"Sangat mengecewakan pakai payletter, booking tgl 16 udh ditagih tgl 11 dan bahasa tagihan payletter sangat tidak sopan, padahal blm jatuh tempo, sangat mengecewakan, maaf terpaksa aku hapus. Tq",1,4.59.0,2023-06-13 04:45:05,"Hai May,
Kami bisa mengerti dengan yang kamu kecewakan. Terima kasih ya sudah luangkan waktu berikan ulasan untuk kami. Kamu bisa juga lho sobat ceritakan keluh kesahmu bersama kami melalui email di cs@tiket.com dengan subject: “Konfirmasi Review App”. Semoga hal ini tidak berulang kembali. Terima kasih 😊 by : FA",2023-06-14 09:50:15,4.59.0
Ridwan Saleh,Murah dan efesien,5,4.59.0,2023-06-13 03:03:42,,,4.59.0
Wulan Pokoke,"Utk komplen susah semuanyaaa robot yang jawab, Tapi akhirnya berhasil lewat robot Ditelpon CC ganti review bintang ,ternyata bukan robot kok yg telpon😄",4,4.59.0,2023-06-13 01:49:00,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Mengenai status pemesanan kamu sudah berhasil dan sudah terbit ya sobat, sebelumnya sudah ada tim kami yang menghubungi kamu dan kamu bisa cek informasinya di email sobat. Semoga informasinya membantu. Terima kasih 🙂 by : AG",2023-05-11 04:02:38,4.59.0
bahrizal bulonggodu,"Aplikasi ringan, mudah dan simple, harga sesuai dan ada promonya jg. Untuk pembayaran flexible dimana saja.",5,4.59.0,2023-06-13 01:31:48,,,4.59.0
tugino rasmin,cukup baik,3,,2023-06-13 01:22:53,"Hai Tugino,
Semoga kamu sehat dan bahagia selalu ya. Terima kasih juga sudah luangkan waktu berikan ulasan untuk kami. Jika kamu ada alami kendala jangan sungkan hubungi customer care kami ya, saat ini kami sudah 24/7 lho. Have a great day. Terima kasih 😊 by : FA",2023-06-14 09:57:27,
amran shiddiq,Good,5,4.49.2,2023-06-12 22:08:35,,,4.49.2
Nhurul Orlin,"Knp keterangan nya penerbangan tdk tersedia yaa, pdhl di aplikasi sebelah ada 9 penerbangan di tanggal yg sy mau.",2,4.59.0,2023-06-12 13:47:21,"Hai Nhurul,
kami bisa mengerti dengan yang kamu kecewakan. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Jika kamu alami kendala kembali jangan sungkan hubungi customer care kami sobat, kami siap bantu kamu 24/7. Kamu juga bisa ceritakan keluhanmu melalui email cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih😊by:FA",2023-06-14 10:11:28,4.59.0
Pri Hananta&,Aplikasi yg sangat membantu,5,4.59.0,2023-06-12 07:57:58,,,4.59.0
Ronald Fresdy,"Aplikasi lemot, melakukan pencarian lokasi terminal kayak menggunakan HP 2gb , sementara aplikasi yang lain lancar-lancar aja.",2,4.59.0,2023-06-12 07:45:53,"Hai Ronald Fresdy,
Maaf untuk kendala apps yang kamu alami. Pastikan appsmu sudah dengan versi terbaru, pastikan signal dan jaringan internetnya stabil ya. Jika masih alami kendala jangan sungkan ya kirim email ke kami di cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : FA",2023-06-12 08:13:21,4.59.0
Tan Sari,Bagus,5,4.56.0,2023-06-12 04:48:27,,,4.56.0
MEI PRASETYO FINALIANTO,Ok,5,,2023-06-11 14:05:01,,,
Belajar Variasi Mobil,"paylater nya kurang ajar bangettt,nagih ga punya sopan santun,seperti depkolektor liar,padahal saya sudah bilang saya telat karena sibuk kerja,seakan akan saya penipu.nama paylater nya indodana.jgn pernah pake aplikasi ini.kurang ajar ga punya pendidikan saat menagih customer,dianggapnya semua customer saat telat itu sama,....",1,4.59.0,2023-06-11 13:23:41,"Hai sobat tiket,
Kami bisa mengerti dengan yang kamu kecewakan, maaf untuk pengalamannya yang tidak menyenangkan. Terima kasih sudah luangkan waktu berikan ulasan untuk kami. Boleh ceritakan detail kendalamu bersama kami sobat ? Silakan kirim melalui email cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : FA",2023-06-12 05:39:46,4.59.0
Kessy Jo,"Ku kira jaringan internet ku lelet, ternyata aplikasi nya yang lelet. Hadeh ga jadi deh beli tiket disini",1,,2023-06-11 10:21:07,"Hai Kessy Jo,
Maaf ya untuk kendala yang kamu alami, terima kasih juga sudah luangkan waktu berikan ulasan untuk kami. Pastikan apps sudah dengan versi terbaru, pastikan juga signal serta jaringan internet stabil. Jika masih alami kendala silakan kirim email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 😊 by : FA
",2023-06-12 05:21:56,
Fadhilah Kurnia,sistem operasi nya lama banget,1,4.59.0,2023-06-11 04:59:41,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh diceritakan detail untuk kendala yang kamu alami kepada kami dengan menghubungi via email ke cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya.Terima kasih 🙂 by : AG",2023-06-11 05:39:50,4.59.0
Nur Fauzi,Kenapa poin ga bisa di pakai tiap mau pakai poin selalu minta verifikasi nmr tlpn setelah di isi gagal dengan tulisan nomer sudah di gunakan di akun lain Tolong di jawab,1,4.59.0,2023-06-11 01:54:48,"Hai sobat tiket. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Apakah kamu mengalami kendala pada saat menggunakan aplikasi atau melakukan pemesanan? Jika kamu mengalami kendala silakan hubungi kami melalui Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 🙂 by : AG
",2023-06-11 05:32:52,4.59.0
Liston Pangaribuan,Sangat bermanfaat... Mungkin aplikasi ini bisa diperkecil makan RAM di telp.. Krna setiap aplikasi terkadang loading nya lama. Padahal status internet sudah stabil bahkan sudah 5G..,4,,2023-06-10 12:37:28,,,
Feri Nur Indriansyah,"Kurang bagus lemot sekali pas mau mencari bus atau pesawat, Sinyal kencang ngebuka apk lain cepet cuman ini saja yang lemot sekali",1,4.59.0,2023-06-10 08:10:02,Hai Feri. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Apakah kamu mengalami kendala pada saat menggunakan aplikasi atau melakukan pemesanan? Jika kamu mengalami kendala silakan hubungi kami melalui Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 🙂 by : FZ,2023-06-10 22:10:04,4.59.0
AUFA RAFANIA,kecewa proses refund yg nunggu lama danternyata gagal dan harus nunggu lama lagi dan sekarang blipay nya malah ga bisa di buka,1,4.59.0,2023-06-10 03:02:58,Hai Aufa. Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Apakah kamu mengalami kendala pada saat menggunakan aplikasi atau melakukan pemesanan? Jika kamu mengalami kendala silakan hubungi kami melalui Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Terima kasih 🙂 by : FZ,2023-06-10 23:01:42,4.59.0
Hardi Keloko,Sdh lbh 1 minggu permasalahan sy blm ada solusinya.,1,4.59.0,2023-06-09 14:17:05,"Hai Hardi, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : FZ",2023-06-09 16:55:33,4.59.0
Mohammad Diego Putra Mei Abadi,"Sangat gampang digunakan, ketika kesusahan customer servicenya sangat membantu dan fast respon",5,4.59.0,2023-06-09 12:13:34,,,4.59.0
Bangsuy,"Opsi bis dan travel ga berfungsi. Yg fast respons cuma tiket pesawat, kereta dan hotel. Sisanya lelet.",1,,2023-06-09 05:39:04,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : FZ",2023-06-09 17:32:33,
Galih Fachrudin,Ga nalar 2 menit habis,1,4.59.0,2023-06-08 13:11:21,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : IV",2023-06-08 18:34:23,4.59.0
Adibi Muktar,Lemot,3,4.59.0,2023-06-08 10:30:53,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : IV",2023-06-08 19:27:11,4.59.0
Miftahul Khoir,Apakah ada kemungkinan penipuan jika bayar DP dulu untuk boking villa?,5,4.59.0,2023-06-07 22:39:33,,,4.59.0
Ramamulya Ramadan,Gua udah 3 kali nge war gak dapet dapet Padahal tinggal sedikit lagi Payah nih tiket com,1,4.59.0,2023-06-07 17:55:14,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : IV",2023-06-08 18:40:12,4.59.0
Rohman Gage,Mantap. Memiliki tanggung jawab yang baik kepada pengguna aplikasi.,5,4.59.0,2023-06-07 14:38:50,,,4.59.0
Bryan Waldy Frederik Rahim,"""Perangkat tidak didukung untuk melanjutkan aplikasi tiket paylater"". Maksudnya apa? Tidak ada penjelasan lebih!",5,4.59.0,2023-06-07 06:10:52,"Hai Bryan,Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan.Kami sarankan pastikan aplikasi kamu versi terbaru,jaringan internet stabil,clear cache histori dan relogin ya.Jika masih terkendala kamu bisa hubungi kami via email cs@tiket.com dengan subject: “Konfirmasi Review App”.Terima kasih😊by : AF",2023-05-31 08:05:18,4.59.0
Aditya Putra,males banget tiket udah di depan mata pas pembayaran error mulu. mending make apk lain,1,4.59.0,2023-06-07 05:43:39,Hai Aditya. tiket.com menerima antusiasme yang sangat besar untuk penjualan tiket pertandingan FIFA Match Day Indonesia vs Argentina. Untuk ini kami selalu berusaha memberikan layanan yang terbaik. tiket.com tidak bertanggung jawab atas penjualan tiket di luar platform resmi tiket.com. Terima kasih 😊 by : IV,2023-06-08 18:23:50,4.59.0
Rheza Wibowo,"Tinggal melakukan pembayaran kenapa tidak bisa lanjut terus, terutama di event"" besar sudah ke 3x ini di kecewakan, tolong hilangkan bot"" sistem, kasihan orang yg pingin nonton beneran",1,4.59.0,2023-06-07 05:38:00,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : IV",2023-06-08 19:11:06,4.59.0
Ilham Fadlan,Babi,1,4.59.0,2023-06-07 05:19:56,"Hai sobat tiket, Mohon maaf atas ketidaknyamanannya dan terima kasih sudah meluangkan waktu untuk memberikan ulasan. Boleh kamu ceritakan detail kendalanya kepada kami via Email: cs@tiket.com dengan subject: “Konfirmasi Review App”. Kami tunggu konfirmasinya dan dengan senang hati kami membantu. Terima kasih 😊 by : IV",2023-06-08 19:14:20,4.59.0
